Sample	Gender	Pop	Sub.pop
HGDP00566	female		
HGDP01267	female		
HGDP00523	female		
HGDP01279	male		
HGDP00528	male		
HGDP01332	male		
HGDP00535	female		
HGDP01337	male		
HGDP00612	female		
Ul31	female		
HGDP00624	male		
HGDP01344	male		
HGDP00600	male		
Mansi79	male		
HGDP00787	female		
HGDP01274	female		
HGDP00794	female		
HGDP01306	female		
HGDP00799	female		
HGDP01419	male		
HGDP00802	female		
Armenian222	male		
HGDP00807	male		
NorthOssetia5	male		
HGDP00643	female		
iran11	male		
HGDP00648	male		
HGDP00461	male		
HGDP00655	male		
BulgarianB4	male		
HGDP00662	male		
HGDP01402	male		
HGDP00667	female		
Est375	male		
HGDP00674	male		
ND19394	male		
HGDP00693	female		
HGDP01414	female		
HGDP00698	female		
NA11200	male		
HGDP00701	female		
TGBS21	male		
HGDP00720	male		
Ul5	female		
HGDP00732	male		
HGDP01382	female		
HGDP00744	female		
HGDP01387	female		
HGDP00751	male		
HGDP01399	female		
HGDP00679	female		
NA15202	male		
HGDP00686	female		
HGDP00656	female		
HGDP00768	male		
Nlk18	male		
HGDP00782	male		
HGDP01015	male		
HGDP00756	female		
IHW9193	male		
HGDP00763	male		
HGDP01286	male		
HGDP00972	female		
R6	male		
HGDP00977	male		
Ale22	male		
HGDP00984	male		
NA17385	male		
HGDP00939	female		
HGDP00702	female		
HGDP00941	male		
zapo0098	male		
HGDP00946	male		
HGDP00428	male		
HGDP00953	male		
DNK11	male		
HGDP00958	male		
TZ-11	male		
HGDP00960	male		
I3	male		
HGDP00965	male		
HGDP00125	male		
HGDP00883	male		
HGDP00548	male		
HGDP00888	male		
HGDP00928	female		
HGDP00890	male		
HGDP01320	male		
HGDP00895	male		
BulgarianC1	male		
HGDP00864	female		
HGDP01250	male		
HGDP00869	female		
HGDP00846	female		
HGDP00871	female		
HGDP01034	male		
HGDP00876	female		
Jordan603	male		
HGDP00814	female		
HGDP00783	female		
HGDP00819	male		
HGDP00821	male		
HGDP00838	female		
HGDP00845	male		
HGDP00908	male		
HGDP00910	female		
HGDP00934	female		
HGDP01177	female		
HGDP01184	male		
HGDP01189	male		
HGDP01057	male		
HGDP01064	female		
HGDP01069	male		
HGDP01071	male		
HGDP01014	female		
HGDP01019	male		
HGDP01021	female		
HGDP01209	female		
HGDP01216	male		
HGDP01196	female		
HGDP01204	male		
HGDP01033	male		
HGDP01230	male		
HGDP01090	male		
HGDP01103	male		
HGDP01247	male		
HGDP01254	female		
HGDP01259	male		
HGDP01261	male		
HGDP01379	male		
HGDP01381	female		
HGDP01386	female		
HGDP01398	female		
HGDP01300	male		
HGDP01305	female		
HGDP01317	male		
HGDP01285	male		
HGDP01292	male		
HGDP01406	male		
HGDP01413	male		
HGDP01418	male		
HGDP01266	male		
HGDP01273	female		
HGDP01280	female		
HGDP01362	male		
HGDP01367	female		
HGDP01374	male		
HGDP01329	male		
HGDP01331	male		
HGDP01336	female		
HGDP01348	male		
Y4	male		
altai363p	male		
ND15865	male		
HGDP01211	female		
Peru60	female		
NA00726	female		
HGDP00749	male		
HGDP01297	male		
HGDP01355	female		
HGDP00852	female		
HGDP01172	female		
NA13616	male		
HGDP00338	female		
HGDP01223	female		
HGDP00530	male		
HGDP00903	female		
KD4	male		
HGDP00124	male		
NA13604	male		
IHW9118	female		
HGDP01228	male		
HGDP00650	female		
B17	male		
HGDP01242	female		
lez42	male		
mixe0002	female		
NA17377	male		
HGDP00737	female		
HGDP01191	male		
HGDP00597	male		
mixe0007	female		
Tuba19	female		
NA15763	female		
HGDP00554	female		
K1	male		
HGDP00857	female		
HGDP00775	male		
HGDP01153	male		
HGDP00713	female		
HGDP00915	female		
HGDP01312	male		
tdj409_shugnan	male		
abh107	male		
HGDP01076	male		
HGDP00991	male		
HGDP01350	male		
Esk29	male		
Ayodo_430C	male		
HGDP00725	female		
HGDP00706	female		
Ale14	female		
mixa0099	male		
HGDP01401	female		
HGDP01095	male		
Nlk1	female		
HGDP00232	female		
IraqiJew4291	male		
